count,word,rank,cumulative_fraction
22782,connaître,898,0.8009
22767,loi,899,0.801
22689,connaît,900,0.8011
22689,gamin,901,0.8012
22641,laquelle,902,0.8013
22632,folle,903,0.8014
22611,professeur,904,0.8015
22589,jure,905,0.8015
22526,joué,906,0.8016
22511,essaye,907,0.8017
22506,froid,908,0.8018
22467,forme,909,0.8019
22458,bonnes,910,0.802
22361,ie,911,0.8021
22358,normal,912,0.8022
22327,but,913,0.8023
22265,offre,914,0.8024
22256,conseil,915,0.8025
22217,con,916,0.8026
22192,debout,917,0.8027
22121,dangereux,918,0.8027
22105,tranquille,919,0.8028
22023,prêts,920,0.8029
21994,boîte,921,0.803
21989,mike,922,0.8031
21968,ciel,923,0.8032
21961,classe,924,0.8033
21943,frank,925,0.8034
21868,danger,926,0.8035
21802,enquête,927,0.8036
21779,télé,928,0.8036
21767,oublier,929,0.8037
21764,visite,930,0.8038
21737,juge,931,0.8039
21734,bons,932,0.804
21718,poste,933,0.8041
21717,lu,934,0.8042
21663,attaque,935,0.8043
21656,touche,936,0.8044
21643,droite,937,0.8044
21614,george,938,0.8045
21599,triste,939,0.8046
21569,aimer,940,0.8047
21554,vivant,941,0.8048
21521,monte,942,0.8049
21520,coucher,943,0.805
21493,envoie,944,0.8051
21469,tombe,945,0.8052
21462,jeunes,946,0.8052
21445,preuve,947,0.8053
21405,dame,948,0.8054
21404,flic,949,0.8055
21386,écouter,950,0.8056
21378,met,951,0.8057
21353,cuisine,952,0.8058
21349,relation,953,0.8059
21303,dossier,954,0.806
21290,sentir,955,0.806
21261,blanc,956,0.8061
21233,serez,957,0.8062
21223,chanson,958,0.8063
21221,gueule,959,0.8064
21185,foutre,960,0.8065
21153,santé,961,0.8066
21101,déjeuner,962,0.8066
21057,pourtant,963,0.8067
21039,change,964,0.8068
21023,travers,965,0.8069
21002,entrez,966,0.807
20979,ouvrir,967,0.8071
20962,signifie,968,0.8072
20941,âme,969,0.8073
20922,voler,970,0.8073
20912,centre,971,0.8074
20902,chacun,972,0.8075
20889,tire,973,0.8076
20867,lieutenant,974,0.8077
20797,certain,975,0.8078
20740,compagnie,976,0.8079
20675,vit,977,0.8079
20674,m,978,0.808
20671,mecs,979,0.8081
20657,ia,980,0.8082
20646,mange,981,0.8083
20577,clé,982,0.8084
20557,manière,983,0.8084
20548,différent,984,0.8085
20543,bord,985,0.8086
20517,décision,986,0.8087
20445,n,987,0.8088
20445,vendre,988,0.8089
20414,aille,989,0.809
20375,enfer,990,0.809
20375,diable,991,0.8091
20320,sortez,992,0.8092
20294,acheté,993,0.8093
20244,appartement,994,0.8094
20234,étrange,995,0.8095
20193,nulle,996,0.8095
20189,monter,997,0.8096
20141,signe,998,0.8097
20127,faisais,999,0.8098
